unit                                     | agent_type              | verdict     | block_ts                         | has_relay | decision | reason                                  
feat_482-dist-data-plane                 | adversarial-audit       | BLOCK       | 2026-09-11T07:53:12.988665+00:00 | True      | DENY     | relay `sites` omits 9 enumerated site(s), e.g. ['crates/jammi-server/src/grpc/peer.rs:193', 'crates/jammi-server/src/grpc/peer.rs:158', 'crates/jammi-db/src/index/placed.rs:319']
feat_482-dist-data-plane                 | acceptance-verifier     | PASS        | 2026-09-11T07:56:40.705498+00:00 | False     | DENY     | no relay artifact exists                
feat_482-dist-data-plane                 | adversarial-audit       | BLOCK       | 2026-09-11T15:33:15.777101+00:00 | True      | ALLOW    |                                         
feat_482-dist-data-plane                 | pressure-tester         | BLOCK       | 2026-09-11T15:47:47.984824+00:00 | False     | DENY     | no relay artifact exists                
feat_482-dist-data-plane                 | adversarial-audit       | BLOCK       | 2026-09-11T16:46:19.669946+00:00 | False     | DENY     | no relay artifact exists                
feat_482-dist-data-plane                 | pressure-tester         | BLOCK       | 2026-09-11T17:02:00.340266+00:00 | False     | DENY     | no relay artifact exists                
feat_482-graph-job-deps                  | discipline-test-auditor | PASS        | 2026-09-11T14:48:17.909289+00:00 | False     | DENY     | no relay artifact exists                
feat_482-graph-job-deps                  | citation-checker        | BLOCK       | 2026-09-11T14:53:53.995537+00:00 | False     | DENY     | no relay artifact exists                
feat_482-graph-job-deps                  | oracle                  | PASS        | 2026-09-11T15:04:25.584168+00:00 | False     | DENY     | no relay artifact exists                
feat_482-graph-job-deps                  | acceptance-verifier     | PASS        | 2026-09-11T15:05:24.964790+00:00 | False     | DENY     | no relay artifact exists                
feat_482-graph-job-deps                  | adversarial-audit       | BLOCK       | 2026-09-11T15:06:10.780145+00:00 | True      | ALLOW    |                                         
feat_482-graph-job-deps                  | pressure-tester         | BLOCK       | 2026-09-11T15:32:13.806542+00:00 | False     | DENY     | no relay artifact exists                
feat_482-graph-job-deps                  | adversarial-audit       | BLOCK       | 2026-09-11T17:54:53.324480+00:00 | False     | DENY     | no relay artifact exists                
feat_500-A-datafusion-54                 | discipline-test-auditor | PASS        | 2026-09-11T12:00:55.106726+00:00 | False     | DENY     | no relay artifact exists                
feat_500-A-datafusion-54                 | citation-checker        | PASS        | 2026-09-11T12:06:49.810227+00:00 | False     | DENY     | no relay artifact exists                
feat_500-A-datafusion-54                 | adversarial-audit       | BLOCK       | 2026-09-11T12:23:34.922027+00:00 | True      | ALLOW    |                                         
feat_500-A-datafusion-54                 | adversarial-audit       | BLOCK       | 2026-09-11T12:24:57.426904+00:00 | True      | ALLOW    |                                         
feat_500-A-datafusion-54                 | oracle                  | PASS        | 2026-09-11T12:27:09.319522+00:00 | False     | DENY     | no relay artifact exists                
feat_500-A-datafusion-54                 | pressure-tester         | BLOCK       | 2026-09-11T12:36:32.247715+00:00 | False     | DENY     | no relay artifact exists                
feat_500-A-datafusion-54                 | acceptance-verifier     | PASS        | 2026-09-11T14:08:05.834131+00:00 | False     | DENY     | no relay artifact exists                
feat_500-A-datafusion-54                 | adversarial-audit       | BLOCK       | 2026-09-11T14:49:39.503670+00:00 | True      | DENY     | relay `sites` omits 1 enumerated site(s), e.g. ['.github/workflows/ci.yml:959']
feat_500-A-datafusion-54                 | adversarial-audit       | BLOCK       | 2026-09-11T16:50:29.317998+00:00 | True      | ALLOW    |                                         
feat_500-A-datafusion-54                 | adversarial-audit       | BLOCK       | 2026-09-11T17:39:43.552220+00:00 | False     | DENY     | no relay artifact exists                
feat_500-distributed-training-plan       | pressure-tester         | BLOCK       | 2026-09-10T23:37:30.772318+00:00 | False     | DENY     | no relay artifact exists                
feat_500-distributed-training-plan       | pressure-tester         | BLOCK       | 2026-09-10T23:39:11.595027+00:00 | False     | DENY     | no relay artifact exists                
feat_500-distributed-training-plan       | pressure-tester         | BLOCK       | 2026-09-10T23:55:40.119370+00:00 | False     | DENY     | no relay artifact exists                
feat_500-distributed-training-plan       | pressure-tester         | BLOCK       | 2026-09-10T23:56:18.997942+00:00 | False     | DENY     | no relay artifact exists                
feat_500-distributed-training-plan       | pressure-tester         | BLOCK       | 2026-09-11T00:12:17.535143+00:00 | False     | DENY     | no relay artifact exists                
feat_500-distributed-training-plan       | pressure-tester         | BLOCK       | 2026-09-11T01:20:15.453644+00:00 | False     | DENY     | no relay artifact exists                
feat_500-distributed-training-plan       | pressure-tester         | BLOCK       | 2026-09-11T01:20:26.765887+00:00 | False     | DENY     | no relay artifact exists                
feat_500-distributed-training-plan       | pressure-tester         | BLOCK       | 2026-09-11T01:35:33.254094+00:00 | False     | DENY     | no relay artifact exists                
feat_broker-postgres                     | citation-checker        | BLOCK       | 2026-09-10T01:43:39.502576+00:00 | True      | DENY     | relay `unit_branch` 'feat/broker-postgres' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/broker-postgres^{commit}
feat_broker-postgres                     | discipline-test-auditor | BLOCK       | 2026-09-10T01:44:53.050129+00:00 | True      | DENY     | relay `unit_branch` 'feat/broker-postgres' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/broker-postgres^{commit}
feat_broker-postgres                     | fix-verifier            | PASS        | 2026-09-10T01:45:32.974883+00:00 | False     | DENY     | no relay artifact exists                
feat_broker-postgres                     | acceptance-verifier     | PASS        | 2026-09-10T01:49:07.713096+00:00 | False     | DENY     | no relay artifact exists                
feat_broker-postgres                     | adversarial-audit       | BLOCK       | 2026-09-10T01:52:44.967457+00:00 | True      | DENY     | relay `unit_branch` 'feat/broker-postgres' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/broker-postgres^{commit}
feat_broker-postgres                     | oracle                  | PASS        | 2026-09-10T02:04:59.630131+00:00 | False     | DENY     | no relay artifact exists                
feat_broker-postgres                     | citation-checker        | PASS        | 2026-09-10T02:59:52.218434+00:00 | False     | DENY     | no relay artifact exists                
feat_broker-postgres                     | discipline-test-auditor | BLOCK       | 2026-09-10T03:02:40.642043+00:00 | False     | DENY     | no relay artifact exists                
feat_broker-postgres                     | adversarial-audit       | BLOCK       | 2026-09-10T03:13:14.432445+00:00 | True      | DENY     | relay `unit_branch` 'feat/broker-postgres' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/broker-postgres^{commit}
feat_broker-postgres                     | adversarial-audit       | PASS        | 2026-09-10T04:28:53.497473+00:00 | False     | DENY     | no relay artifact exists                
feat_compute-tier-ops                    | pressure-tester         | BLOCK       | 2026-09-10T20:47:01.255474+00:00 | False     | DENY     | no relay artifact exists                
feat_compute-tier-ops                    | pressure-tester         | BLOCK       | 2026-09-10T21:17:16.663508+00:00 | False     | DENY     | no relay artifact exists                
feat_compute-tier-ops                    | pressure-tester         | BLOCK       | 2026-09-10T21:42:13.470731+00:00 | False     | DENY     | no relay artifact exists                
feat_compute-tier-ops                    | pressure-tester         | BLOCK       | 2026-09-10T21:51:17.628285+00:00 | False     | DENY     | no relay artifact exists                
feat_compute-tier-ops                    | pressure-tester         | BLOCK       | 2026-09-10T22:00:20.220057+00:00 | False     | DENY     | no relay artifact exists                
feat_compute-tier-ops                    | pressure-tester         | BLOCK       | 2026-09-10T22:26:05.108539+00:00 | False     | DENY     | no relay artifact exists                
feat_compute-tier-ops                    | pressure-tester         | BLOCK       | 2026-09-10T22:50:05.220577+00:00 | False     | DENY     | no relay artifact exists                
feat_compute-tier-ops                    | pressure-tester         | BLOCK       | 2026-09-10T23:11:04.090343+00:00 | False     | DENY     | no relay artifact exists                
feat_compute-tier-ops                    | pressure-tester         | BLOCK       | 2026-09-10T23:36:48.176611+00:00 | False     | DENY     | no relay artifact exists                
feat_delta-versioned-embeddings          | pressure-tester         | BLOCK       | 2026-09-10T20:37:57.156027+00:00 | False     | DENY     | no relay artifact exists                
feat_delta-versioned-embeddings          | pressure-tester         | BLOCK       | 2026-09-10T20:53:24.103986+00:00 | False     | DENY     | no relay artifact exists                
feat_delta-versioned-embeddings          | pressure-tester         | BLOCK       | 2026-09-10T21:10:25.315637+00:00 | False     | DENY     | no relay artifact exists                
feat_delta-versioned-embeddings          | pressure-tester         | BLOCK       | 2026-09-10T21:38:11.194540+00:00 | False     | DENY     | no relay artifact exists                
feat_delta-versioned-embeddings          | pressure-tester         | BLOCK       | 2026-09-10T21:47:13.467933+00:00 | False     | DENY     | no relay artifact exists                
feat_delta-versioned-embeddings          | pressure-tester         | BLOCK       | 2026-09-10T21:57:55.760252+00:00 | False     | DENY     | no relay artifact exists                
feat_delta-versioned-embeddings          | pressure-tester         | BLOCK       | 2026-09-10T22:08:03.118808+00:00 | False     | DENY     | no relay artifact exists                
feat_delta-versioned-embeddings          | pressure-tester         | BLOCK       | 2026-09-10T22:42:08.962814+00:00 | False     | DENY     | no relay artifact exists                
feat_delta-versioned-embeddings          | pressure-tester         | PASS        | 2026-09-10T22:49:49.158411+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-A-consistency         | pressure-tester         | BLOCK       | 2026-09-09T15:24:05.074293+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-A-consistency         | pressure-tester         | BLOCK       | 2026-09-09T15:33:28.810575+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-A-consistency         | pressure-tester         | BLOCK       | 2026-09-09T15:42:15.902929+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-A-consistency         | discipline-test-auditor | PASS        | 2026-09-09T19:50:47.056333+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-A-consistency         | citation-checker        | BLOCK       | 2026-09-09T19:51:48.845895+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-A-consistency' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shape
feat_deploy-shapes-A-consistency         | adversarial-audit       | BLOCK       | 2026-09-09T19:57:23.340729+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-A-consistency' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shape
feat_deploy-shapes-A-consistency         | citation-checker        | PASS        | 2026-09-09T23:13:34.606386+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-A-consistency         | discipline-test-auditor | BLOCK       | 2026-09-09T23:16:24.947456+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-A-consistency' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shape
feat_deploy-shapes-A-consistency         | oracle                  | BLOCK       | 2026-09-09T23:17:59.386007+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-A-consistency' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shape
feat_deploy-shapes-A-consistency         | fix-verifier            | PASS        | 2026-09-09T23:18:37.864562+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-A-consistency         | acceptance-verifier     | PASS        | 2026-09-09T23:23:04.252945+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-A-consistency         | adversarial-audit       | BLOCK       | 2026-09-09T23:24:32.003412+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-A-consistency' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shape
feat_deploy-shapes-A-consistency         | discipline-test-auditor | PASS        | 2026-09-10T00:49:26.743076+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-A-consistency         | citation-checker        | PASS        | 2026-09-10T00:49:37.242342+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-A-consistency         | oracle                  | PASS        | 2026-09-10T00:54:21.527288+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-A-consistency         | adversarial-audit       | BLOCK       | 2026-09-10T00:56:39.261777+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-A-consistency' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shape
feat_deploy-shapes-A-consistency         | adversarial-audit       | BLOCK       | 2026-09-10T01:45:59.362833+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-A-consistency' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shape
feat_deploy-shapes-A-consistency         | adversarial-audit       | BLOCK       | 2026-09-10T02:35:18.573082+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-A-consistency' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shape
feat_deploy-shapes-A-consistency         | adversarial-audit       | BLOCK       | 2026-09-10T03:31:17.410376+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-A-consistency' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shape
feat_deploy-shapes-A-consistency         | adversarial-audit       | BLOCK       | 2026-09-10T04:19:13.275347+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-A-consistency' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shape
feat_deploy-shapes-A-consistency         | adversarial-audit       | BLOCK       | 2026-09-10T05:20:45.067928+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-A-consistency' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shape
feat_deploy-shapes-A-consistency         | adversarial-audit       | BLOCK       | 2026-09-10T06:35:01.491861+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-A-consistency         | citation-checker        | BLOCK       | 2026-09-10T06:52:44.596865+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-A-consistency         | citation-checker        | BLOCK       | 2026-09-10T07:05:22.007127+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-A-consistency         | citation-checker        | BLOCK       | 2026-09-10T07:39:30.872139+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | pressure-tester         | BLOCK       | 2026-09-09T15:07:41.573692+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | pressure-tester         | BLOCK       | 2026-09-09T15:16:59.311480+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | pressure-tester         | BLOCK       | 2026-09-09T15:19:06.271930+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | pressure-tester         | BLOCK       | 2026-09-09T15:27:35.105662+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | pressure-tester         | BLOCK       | 2026-09-09T15:32:39.775695+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | pressure-tester         | BLOCK       | 2026-09-09T15:37:13.083841+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | pressure-tester         | BLOCK       | 2026-09-09T15:42:46.892649+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | pressure-tester         | BLOCK       | 2026-09-09T15:46:43.007856+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | pressure-tester         | BLOCK       | 2026-09-09T15:53:12.676128+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | pressure-tester         | BLOCK       | 2026-09-09T19:10:22.401169+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | pressure-tester         | BLOCK       | 2026-09-09T19:21:44.234766+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | pressure-tester         | BLOCK       | 2026-09-09T19:31:54.464028+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | discipline-test-auditor | BLOCK       | 2026-09-09T19:33:37.567042+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-B-config' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-B-c
feat_deploy-shapes-B-config              | citation-checker        | BLOCK       | 2026-09-09T19:38:54.324755+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-B-config' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-B-c
feat_deploy-shapes-B-config              | pressure-tester         | BLOCK       | 2026-09-09T19:43:15.099740+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | adversarial-audit       | BLOCK       | 2026-09-09T19:48:13.299541+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-B-config' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-B-c
feat_deploy-shapes-B-config              | pressure-tester         | BLOCK       | 2026-09-09T19:50:22.808671+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | pressure-tester         | PASS        | 2026-09-09T19:58:37.521364+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | discipline-test-auditor | BLOCK       | 2026-09-09T21:58:30.200244+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | citation-checker        | BLOCK       | 2026-09-09T22:02:46.147480+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | fix-verifier            | PASS        | 2026-09-09T22:02:52.135290+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | acceptance-verifier     | PASS        | 2026-09-09T22:03:40.221393+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | oracle                  | BLOCK       | 2026-09-09T22:05:16.733408+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-B-config' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-B-c
feat_deploy-shapes-B-config              | adversarial-audit       | PASS        | 2026-09-09T22:12:24.620216+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-B-config              | oracle                  | PASS        | 2026-09-09T22:46:00.773554+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-C-jobs                | discipline-test-auditor | PASS        | 2026-09-10T13:37:48.319361+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-C-jobs                | citation-checker        | BLOCK       | 2026-09-10T13:43:12.575334+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-C-jobs' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-C-job
feat_deploy-shapes-C-jobs                | fix-verifier            | BLOCK       | 2026-09-10T13:46:30.910521+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-C-jobs' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-C-job
feat_deploy-shapes-C-jobs                | adversarial-audit       | BLOCK       | 2026-09-10T13:49:33.308104+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-C-jobs' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-C-job
feat_deploy-shapes-C-jobs                | oracle                  | PASS        | 2026-09-10T13:52:03.752932+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-C-jobs                | acceptance-verifier     | PASS        | 2026-09-10T13:55:13.792158+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-C-jobs                | adversarial-audit       | BLOCK       | 2026-09-10T15:30:40.516788+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-C-jobs' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-C-job
feat_deploy-shapes-C-jobs                | citation-checker        | BLOCK       | 2026-09-10T15:31:02.575400+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-C-jobs' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-C-job
feat_deploy-shapes-C-jobs                | fix-verifier            | PASS        | 2026-09-10T15:42:40.276363+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-C-jobs                | citation-checker        | PASS        | 2026-09-10T17:14:09.283726+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-C-jobs                | oracle                  | PASS        | 2026-09-10T17:16:34.913319+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-C-jobs                | adversarial-audit       | BLOCK       | 2026-09-10T17:17:36.839632+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-C-jobs' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-C-job
feat_deploy-shapes-C-jobs                | fix-verifier            | BLOCK       | 2026-09-10T18:04:18.437474+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-C-jobs                | adversarial-audit       | BLOCK       | 2026-09-10T18:07:56.065013+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-C-jobs                | fix-verifier            | BLOCK       | 2026-09-10T18:19:11.364334+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-C-jobs                | citation-checker        | PASS        | 2026-09-10T20:36:58.327847+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-C-jobs                | discipline-test-auditor | PASS        | 2026-09-10T20:37:40.747780+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-D-artifacts           | acceptance-verifier     | BLOCK       | 2026-09-10T08:15:57.093188+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-D-artifacts' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-
feat_deploy-shapes-D-artifacts           | adversarial-audit       | BLOCK       | 2026-09-10T08:18:05.573521+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-D-artifacts' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-
feat_deploy-shapes-D-artifacts           | adversarial-audit       | BLOCK       | 2026-09-10T08:50:05.539545+00:00 | True      | DENY     | relay `unit_branch` 'feat/deploy-shapes-D-artifacts' slugifies to this BLOCK's own unit but does not resolve under refs/heads/ — `git rev-parse --verify --end-of-options refs/heads/feat/deploy-shapes-
feat_deploy-shapes-D-artifacts           | discipline-test-auditor | PASS        | 2026-09-10T09:22:37.919670+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-D-artifacts           | citation-checker        | BLOCK       | 2026-09-10T09:26:39.799078+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-D-artifacts           | acceptance-verifier     | PASS        | 2026-09-10T09:27:11.071885+00:00 | False     | DENY     | no relay artifact exists                
feat_deploy-shapes-D-artifacts           | oracle                  | PASS        | 2026-09-10T09:28:11.427860+00:00 | False     | DENY     | no relay artifact exists                
